study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
PRJEB9586	SAMEA3302756	ERX1104510	ERR1025640	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/000/ERR1025640/ERR1025640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/000/ERR1025640/ERR1025640_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025640/LP6005441-DNA_E07.bam		
PRJEB9586	SAMEA3302850	ERX1104511	ERR1025641	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1025641/ERR1025641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1025641/ERR1025641_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025641/LP6005441-DNA_F07.bam		
PRJEB9586	SAMEA3302614	ERX1104517	ERR1025647	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/007/ERR1025647/ERR1025647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/007/ERR1025647/ERR1025647_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025647/LP6005441-DNA_F09.bam		
PRJEB9586	SAMEA3302665	ERX1104522	ERR1025652	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1025652/ERR1025652_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1025652/ERR1025652_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025652/LP6005441-DNA_F12.bam		
PRJEB9586	SAMEA3302758	ERX1104524	ERR1025654	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/004/ERR1025654/ERR1025654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/004/ERR1025654/ERR1025654_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025654/LP6005441-DNA_G12.bam		
PRJEB9586	SAMEA3302835	ERX1104527	ERR1025657	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/007/ERR1025657/ERR1025657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/007/ERR1025657/ERR1025657_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025657/LP6005442-DNA_B02.bam		
PRJEB9586	SAMEA3302632	ERX1104528	ERR1025658	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/008/ERR1025658/ERR1025658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/008/ERR1025658/ERR1025658_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025658/LP6005442-DNA_A02.bam		
PRJEB9586	SAMEA3302729	ERX1104531	ERR1025661	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1025661/ERR1025661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1025661/ERR1025661_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025661/LP6005442-DNA_E04.bam		
PRJEB9586	SAMEA3302646	ERX1104532	ERR1025662	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1025662/ERR1025662_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1025662/ERR1025662_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025662/LP6005441-DNA_G09.bam		
PRJEB9586	SAMEA3302885	ERX1104534	ERR1025664	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/004/ERR1025664/ERR1025664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/004/ERR1025664/ERR1025664_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025664/LP6005442-DNA_B12.bam		
PRJEB9586	SAMEA3302781	ERX1418104	ERR1347657	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1347657/ERR1347657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1347657/ERR1347657_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347657/LP6005442-DNA_E12_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347657/LP6005442-DNA_E12_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/007/ERR1347657	
PRJEB9586	SAMEA3302675	ERX1418106	ERR1347659	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1347659/ERR1347659_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1347659/ERR1347659_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347659/LP6005442-DNA_F04_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347659/LP6005442-DNA_F04_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/009/ERR1347659	
PRJEB9586	SAMEA3302624	ERX1418112	ERR1347665	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1347665/ERR1347665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1347665/ERR1347665_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347665/LP6005442-DNA_G02_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347665/LP6005442-DNA_G02_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/005/ERR1347665	
PRJEB9586	SAMEA3302631	ERX1418117	ERR1347670	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1347670/ERR1347670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1347670/ERR1347670_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347670/LP6005442-DNA_G10_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347670/LP6005442-DNA_G10_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/000/ERR1347670	
PRJEB9586	SAMEA3302647	ERX1418118	ERR1347671	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1347671/ERR1347671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1347671/ERR1347671_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347671/LP6005442-DNA_G11_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347671/LP6005442-DNA_G11_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/001/ERR1347671	
PRJEB9586	SAMEA3302703	ERX1418119	ERR1347672	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1347672/ERR1347672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1347672/ERR1347672_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347672/LP6005442-DNA_G12_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347672/LP6005442-DNA_G12_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/002/ERR1347672	
PRJEB9586	SAMEA3302886	ERX1418124	ERR1347677	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1347677/ERR1347677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1347677/ERR1347677_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347677/LP6005442-DNA_H10_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347677/LP6005442-DNA_H10_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/007/ERR1347677	
PRJEB9586	SAMEA3302748	ERX1418125	ERR1347678	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1347678/ERR1347678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1347678/ERR1347678_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347678/LP6005442-DNA_H11_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347678/LP6005442-DNA_H11_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/008/ERR1347678	
PRJEB9586	SAMEA3302773	ERX1418129	ERR1347682	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1347682/ERR1347682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1347682/ERR1347682_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347682/LP6005443-DNA_A03_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347682/LP6005443-DNA_A03_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/002/ERR1347682	
PRJEB9586	SAMEA3302864	ERX1418134	ERR1347687	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1347687/ERR1347687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1347687/ERR1347687_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347687/LP6005443-DNA_B01_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347687/LP6005443-DNA_B01_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/007/ERR1347687	
PRJEB9586	SAMEA3302818	ERX1418135	ERR1347688	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1347688/ERR1347688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1347688/ERR1347688_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347688/LP6005443-DNA_B02_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347688/LP6005443-DNA_B02_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/008/ERR1347688	
PRJEB9586	SAMEA3302826	ERX1418139	ERR1347692	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1347692/ERR1347692_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1347692/ERR1347692_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347692/LP6005443-DNA_B07_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347692/LP6005443-DNA_B07_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/002/ERR1347692	
PRJEB9586	SAMEA3302612	ERX1418142	ERR1347695	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1347695/ERR1347695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1347695/ERR1347695_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347695/LP6005443-DNA_B10_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347695/LP6005443-DNA_B10_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/005/ERR1347695	
PRJEB9586	SAMEA3302648	ERX1418144	ERR1347697	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1347697/ERR1347697_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1347697/ERR1347697_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347697/LP6005443-DNA_C02_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347697/LP6005443-DNA_C02_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/007/ERR1347697	
PRJEB9586	SAMEA3302734	ERX1418145	ERR1347698	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1347698/ERR1347698_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1347698/ERR1347698_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347698/LP6005443-DNA_C03_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347698/LP6005443-DNA_C03_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/008/ERR1347698	
PRJEB9586	SAMEA3302752	ERX1418146	ERR1347699	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1347699/ERR1347699_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1347699/ERR1347699_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347699/LP6005443-DNA_C04_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347699/LP6005443-DNA_C04_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/009/ERR1347699	
PRJEB9586	SAMEA3302643	ERX1418148	ERR1347701	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1347701/ERR1347701_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1347701/ERR1347701_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347701/LP6005443-DNA_C07_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347701/LP6005443-DNA_C07_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/001/ERR1347701	
PRJEB9586	SAMEA3302819	ERX1418150	ERR1347703	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1347703/ERR1347703_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1347703/ERR1347703_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347703/LP6005443-DNA_C09_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347703/LP6005443-DNA_C09_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/003/ERR1347703	
PRJEB9586	SAMEA3302739	ERX1418151	ERR1347704	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1347704/ERR1347704_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1347704/ERR1347704_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347704/LP6005443-DNA_D01_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347704/LP6005443-DNA_D01_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/004/ERR1347704	
PRJEB9586	SAMEA3302657	ERX1418157	ERR1347710	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1347710/ERR1347710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1347710/ERR1347710_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347710/LP6005443-DNA_D07_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347710/LP6005443-DNA_D07_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/000/ERR1347710	
PRJEB9586	SAMEA3302700	ERX1418158	ERR1347711	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1347711/ERR1347711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1347711/ERR1347711_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347711/LP6005443-DNA_D08_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347711/LP6005443-DNA_D08_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/001/ERR1347711	
PRJEB9586	SAMEA3302727	ERX1418161	ERR1347714	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1347714/ERR1347714_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1347714/ERR1347714_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347714/LP6005443-DNA_E02_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347714/LP6005443-DNA_E02_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/004/ERR1347714	
PRJEB9586	SAMEA3302888	ERX1418166	ERR1347719	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1347719/ERR1347719_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1347719/ERR1347719_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347719/LP6005443-DNA_E09_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347719/LP6005443-DNA_E09_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/009/ERR1347719	
PRJEB9586	SAMEA3302817	ERX1418169	ERR1347722	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1347722/ERR1347722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1347722/ERR1347722_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347722/LP6005443-DNA_F01_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347722/LP6005443-DNA_F01_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/002/ERR1347722	
PRJEB9586	SAMEA3302698	ERX1418176	ERR1347729	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1347729/ERR1347729_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1347729/ERR1347729_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347729/LP6005443-DNA_F10_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347729/LP6005443-DNA_F10_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/009/ERR1347729	
PRJEB9586	SAMEA3302630	ERX1418179	ERR1347732	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1347732/ERR1347732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1347732/ERR1347732_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347732/LP6005443-DNA_G02_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347732/LP6005443-DNA_G02_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/002/ERR1347732	
PRJEB9586	SAMEA3302856	ERX1418180	ERR1347733	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1347733/ERR1347733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1347733/ERR1347733_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347733/LP6005443-DNA_G03_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347733/LP6005443-DNA_G03_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/003/ERR1347733	
PRJEB9586	SAMEA3302858	ERX1418184	ERR1347737	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1347737/ERR1347737_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1347737/ERR1347737_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347737/LP6005443-DNA_G08_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347737/LP6005443-DNA_G08_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/007/ERR1347737	
PRJEB9586	SAMEA3302642	ERX1418187	ERR1347740	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1347740/ERR1347740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1347740/ERR1347740_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347740/LP6005443-DNA_H02_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347740/LP6005443-DNA_H02_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/000/ERR1347740	
PRJEB9586	SAMEA3302641	ERX1418188	ERR1347741	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1347741/ERR1347741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1347741/ERR1347741_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347741/LP6005443-DNA_H03_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347741/LP6005443-DNA_H03_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/001/ERR1347741	
PRJEB9586	SAMEA3302610	ERX1462672	ERR1395545	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/005/ERR1395545/ERR1395545_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/005/ERR1395545/ERR1395545_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395545/LP6005519-DNA_C05_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395545/LP6005519-DNA_C05_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/005/ERR1395545	
PRJEB9586	SAMEA3302691	ERX1462675	ERR1395548	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/008/ERR1395548/ERR1395548_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/008/ERR1395548/ERR1395548_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395548/LP6005519-DNA_D03_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395548/LP6005519-DNA_D03_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/008/ERR1395548	
PRJEB9586	SAMEA3302696	ERX1462678	ERR1395551	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/001/ERR1395551/ERR1395551_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/001/ERR1395551/ERR1395551_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395551/LP6005519-DNA_D06_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395551/LP6005519-DNA_D06_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/001/ERR1395551	
PRJEB9586	SAMEA3302821	ERX1462679	ERR1395552	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/002/ERR1395552/ERR1395552_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/002/ERR1395552/ERR1395552_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395552/LP6005519-DNA_E04_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395552/LP6005519-DNA_E04_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/002/ERR1395552	
PRJEB9586	SAMEA3302672	ERX1462682	ERR1395555	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/005/ERR1395555/ERR1395555_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/005/ERR1395555/ERR1395555_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395555/LP6005519-DNA_F03_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395555/LP6005519-DNA_F03_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/005/ERR1395555	
PRJEB9586	SAMEA3302688	ERX1462684	ERR1395557	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/007/ERR1395557/ERR1395557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/007/ERR1395557/ERR1395557_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395557/LP6005519-DNA_F06_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395557/LP6005519-DNA_F06_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/007/ERR1395557	
PRJEB9586	SAMEA3302651	ERX1462690	ERR1395563	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/003/ERR1395563/ERR1395563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/003/ERR1395563/ERR1395563_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395563/LP6005592-DNA_A02_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395563/LP6005592-DNA_A02_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/003/ERR1395563	
PRJEB9586	SAMEA3449879	ERX1462692	ERR1395565	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/005/ERR1395565/ERR1395565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/005/ERR1395565/ERR1395565_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395565/LP6005592-DNA_B01_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395565/LP6005592-DNA_B01_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/005/ERR1395565	
PRJEB9586	SAMEA3302905	ERX1462693	ERR1395566	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/006/ERR1395566/ERR1395566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/006/ERR1395566/ERR1395566_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395566/LP6005592-DNA_B02_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395566/LP6005592-DNA_B02_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/006/ERR1395566	
